"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Midland, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","59.0","30.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","4.0","-"
"25 to 34 years","8.0","D","D","-"
"35 to 44 years","15.0","5.0","10.0","-"
"45 to 54 years","15.0","9.0","6.0","-"
"55 to 64 years","11.0","D","D","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","7.0","D","-"
"Married","46.0","23.0","23.0","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","9.0","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","18.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","10.0","D","D","-"
"Retirees","5.0","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","23.0","12.0","11.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","D","-","-"
"Bosnia and Herzegovina","D","D","-","-"
"Canada","26.0","15.0","11.0","-"
"China","4.0","-","4.0","-"
"Ghana","D","D","-","-"
"India","5.0","D","D","-"
"Israel","D","-","D","-"
"Italy","D","D","-","-"
"Japan","D","-","D","-"
"Jordan","D","D","-","-"
"Malaysia","D","D","-","-"
"Mexico","D","-","D","-"
"Netherlands","D","D","-","-"
"Pakistan","3.0","D","D","-"
"Philippines","D","-","D","-"
"Switzerland","D","-","D","-"
"Taiwan","D","D","D","-"
"Tanzania","D","-","D","-"
"Turkey","D","D","-","-"
"United Kingdom","4.0","D","D","-"
"Other","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
