"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ottawa-Streator, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","59.0","23.0","36.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","5.0","D","D","-"
"25 to 34 years","12.0","3.0","9.0","-"
"35 to 44 years","24.0","13.0","11.0","-"
"45 to 54 years","9.0","D","D","-"
"55 to 64 years","5.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","8.0","D","D","-"
"Married","47.0","16.0","31.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","3.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","3.0","-","3.0","-"
"Homemakers","-","-","-","-"
"Students or children","D","-","D","-"
"Retirees","D","-","D","-"
"Unemployed","-","-","-","-"
"Unknown","43.0","17.0","26.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","D","D","-","-"
"Canada","4.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","-","D","-"
"Costa Rica","D","-","D","-"
"El Salvador","D","-","D","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"Honduras","D","D","-","-"
"India","5.0","D","D","-"
"Italy","D","-","D","-"
"Lithuania","D","-","D","-"
"Mexico","27.0","15.0","12.0","-"
"Philippines","5.0","D","D","-"
"Poland","D","-","D","-"
"Romania","D","D","D","-"
"Russia","D","-","D","-"
"Thailand","D","-","D","-"
"Tunisia","D","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
