"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Moses Lake, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","76.0","31.0","45.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","11.0","D","D","-"
"25 to 34 years","32.0","12.0","20.0","-"
"35 to 44 years","17.0","8.0","9.0","-"
"45 to 54 years","8.0","4.0","4.0","-"
"55 to 64 years","5.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","D","-"
"Married","63.0","26.0","37.0","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","-","D","-"
"Service occupations","4.0","-","4.0","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","5.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","5.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","56.0","25.0","31.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","3.0","-","3.0","-"
"El Salvador","D","D","-","-"
"Estonia","D","-","D","-"
"Fiji","D","-","D","-"
"India","D","D","D","-"
"Mexico","53.0","26.0","27.0","-"
"Nigeria","D","D","-","-"
"Philippines","D","-","D","-"
"Russia","D","-","D","-"
"Ukraine","9.0","D","D","-"
"Vietnam","D","-","D","-"
"Zimbabwe","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
