"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rome, GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","67.0","37.0","30.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","9.0","D","D","-"
"25 to 34 years","24.0","12.0","12.0","-"
"35 to 44 years","13.0","8.0","5.0","-"
"45 to 54 years","10.0","7.0","3.0","-"
"55 to 64 years","4.0","D","D","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","17.0","D","D","-"
"Married","43.0","24.0","19.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","8.0","4.0","4.0","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","4.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","47.0","25.0","22.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","D","D","-","-"
"Canada","D","-","D","-"
"Colombia","D","D","D","-"
"Ecuador","D","D","-","-"
"El Salvador","D","D","-","-"
"Ethiopia","D","D","-","-"
"Guatemala","D","D","-","-"
"India","14.0","6.0","8.0","-"
"Iraq","3.0","D","D","-"
"Italy","D","-","D","-"
"Jamaica","D","D","-","-"
"Jordan","D","-","D","-"
"Mexico","21.0","13.0","8.0","-"
"Nicaragua","D","D","-","-"
"Philippines","6.0","D","D","-"
"Thailand","D","-","D","-"
"Vietnam","9.0","4.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
