"Persons Naturalized During Fiscal Year 2008","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Massachusetts","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","28728.0","12689.0","16039.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","2266.0","961.0","1305.0","-"
"25-34 years","6806.0","2752.0","4054.0","-"
"35-44 years","8688.0","4066.0","4622.0","-"
"45-54 years","5715.0","2634.0","3081.0","-"
"55-64 years","3198.0","1410.0","1788.0","-"
"65 years and over","2055.0","866.0","1189.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","6894.0","3122.0","3772.0","-"
"Married","18219.0","8350.0","9869.0","-"
"Other","3615.0","1217.0","2398.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1482.0","793.0","689.0","-"
"Service occupations","43.0","19.0","24.0","-"
"Sales and office occupations","84.0","38.0","46.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","57.0","D","D","-"
"Production, transportation, and material moving occupations","626.0","404.0","222.0","-"
"Military","70.0","D","D","-"
"No occupation/not working outside home","1868.0","697.0","1171.0","-"
"Homemakers","117.0","6.0","111.0","-"
"Students or children","1259.0","495.0","764.0","-"
"Retirees","237.0","107.0","130.0","-"
"Unemployed","255.0","89.0","166.0","-"
"Unknown","24498.0","10626.0","13872.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","426.0","212.0","214.0","-"
"Brazil","1295.0","509.0","786.0","-"
"Cambodia","938.0","378.0","560.0","-"
"Canada","384.0","170.0","214.0","-"
"Cape Verde","847.0","358.0","489.0","-"
"China","1715.0","744.0","971.0","-"
"Colombia","527.0","211.0","316.0","-"
"Dominican Republic","3794.0","1552.0","2242.0","-"
"El Salvador","823.0","377.0","446.0","-"
"Guatemala","481.0","233.0","248.0","-"
"Haiti","1999.0","842.0","1157.0","-"
"India","1650.0","818.0","832.0","-"
"Jamaica","553.0","224.0","329.0","-"
"Morocco","428.0","269.0","159.0","-"
"Poland","335.0","150.0","185.0","-"
"Portugal","1325.0","636.0","689.0","-"
"Russia","502.0","214.0","288.0","-"
"Ukraine","318.0","118.0","200.0","-"
"United Kingdom","425.0","225.0","200.0","-"
"Vietnam","1445.0","555.0","890.0","-"
"Other","8513.0","3892.0","4621.0","-"
"Unknown","5.0","2.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
