"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Wichita Falls, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","87.0","37.0","50.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","13.0","D","D","-"
"25-34 years","31.0","15.0","16.0","-"
"35-44 years","22.0","7.0","15.0","-"
"45-54 years","12.0","4.0","8.0","-"
"55-64 years","6.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","20.0","D","D","-"
"Married","62.0","23.0","39.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","9.0","5.0","4.0","-"
"Sales","-","-","-","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","5.0","D","D","-"
"Military","4.0","D","D","-"
"No occupation","12.0","5.0","7.0","-"
"Unknown","53.0","19.0","34.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","D","D","-","-"
"Brazil","D","-","D","-"
"Cameroon","D","-","D","-"
"Canada","D","-","D","-"
"China","D","-","D","-"
"Czechoslovakia (former)","D","D","-","-"
"Germany","D","D","D","-"
"Haiti","D","-","D","-"
"India","8.0","3.0","5.0","-"
"Korea","D","-","D","-"
"Mexico","17.0","10.0","7.0","-"
"Morocco","D","D","-","-"
"Netherlands","D","D","-","-"
"Pakistan","6.0","D","D","-"
"Panama","D","-","D","-"
"Peru","4.0","D","D","-"
"Philippines","14.0","5.0","9.0","-"
"Romania","D","-","D","-"
"Thailand","3.0","D","D","-"
"Vietnam","14.0","5.0","9.0","-"
"Other","5.0","4.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
