"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Longview, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","82.0","37.0","45.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","10.0","-","10.0","-"
"25-34 years","26.0","12.0","14.0","-"
"35-44 years","26.0","17.0","9.0","-"
"45-54 years","12.0","5.0","7.0","-"
"55-64 years","D","D","D","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","12.0","D","D","-"
"Married","63.0","32.0","31.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","6.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","D","D","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","11.0","D","D","-"
"Precision production, craft, repair","3.0","D","D","-"
"Service","-","-","-","-"
"Military","-","-","-","-"
"No occupation","13.0","D","D","-"
"Unknown","45.0","22.0","23.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","D","D","-","-"
"China","4.0","D","D","-"
"El Salvador","D","-","D","-"
"Ethiopia","D","-","D","-"
"France","D","-","D","-"
"India","8.0","D","D","-"
"Korea","D","-","D","-"
"Mexico","50.0","28.0","22.0","-"
"Pakistan","D","D","-","-"
"Philippines","4.0","D","D","-"
"Romania","D","-","D","-"
"Serbia and Montenegro","D","-","D","-"
"Taiwan","D","-","D","-"
"United Kingdom","4.0","D","D","-"
"Vietnam","D","D","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
