"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Manhattan, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","139.0","76.0","63.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","40.0","27.0","13.0","-"
"25-34 years","53.0","32.0","21.0","-"
"35-44 years","24.0","13.0","11.0","-"
"45-54 years","12.0","D","D","-"
"55-64 years","6.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","41.0","D","D","-"
"Married","89.0","47.0","42.0","-"
"Other","9.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","-","D","-"
"Professional and technical","10.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","3.0","3.0","-","-"
"Service","7.0","3.0","4.0","-"
"Military","63.0","47.0","16.0","-"
"No occupation","14.0","D","D","-"
"Unknown","38.0","12.0","26.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Antigua and Barbuda","D","D","-","-"
"Brazil","D","D","D","-"
"Cambodia","D","D","D","-"
"Cameroon","5.0","D","D","-"
"Canada","4.0","D","D","-"
"China","6.0","D","D","-"
"Dominican Republic","3.0","3.0","-","-"
"Ecuador","3.0","3.0","-","-"
"El Salvador","D","D","D","-"
"Ethiopia","4.0","D","D","-"
"Germany","5.0","D","D","-"
"Haiti","D","D","-","-"
"India","3.0","D","D","-"
"Jamaica","6.0","D","D","-"
"Korea","8.0","D","D","-"
"Mexico","24.0","17.0","7.0","-"
"Panama","4.0","D","D","-"
"Peru","6.0","3.0","3.0","-"
"Philippines","7.0","D","D","-"
"Trinidad and Tobago","3.0","D","D","-"
"Other","35.0","22.0","13.0","-"
"Unknown","3.0","-","3.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
