"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Twin Falls, ID","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","138.0","60.0","78.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","29.0","11.0","18.0","-"
"25-34 years","26.0","13.0","13.0","-"
"35-44 years","37.0","18.0","19.0","-"
"45-54 years","24.0","10.0","14.0","-"
"55-64 years","13.0","8.0","5.0","-"
"65 years and over","9.0","-","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","31.0","16.0","15.0","-"
"Married","91.0","39.0","52.0","-"
"Other","16.0","5.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","4.0","-","4.0","-"
"Professional and technical","5.0","D","D","-"
"Sales","D","D","D","-"
"Administrative support","3.0","-","3.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","12.0","D","D","-"
"Precision production, craft, repair","8.0","D","D","-"
"Service","9.0","5.0","4.0","-"
"Military","-","-","-","-"
"No occupation","16.0","6.0","10.0","-"
"Unknown","78.0","35.0","43.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Algeria","D","D","-","-"
"Azerbaijan","D","D","D","-"
"Bosnia and Herzegovina","61.0","25.0","36.0","-"
"Brazil","D","-","D","-"
"Bulgaria","3.0","D","D","-"
"Cambodia","D","D","-","-"
"Canada","D","D","-","-"
"Chile","D","-","D","-"
"China","D","D","-","-"
"Croatia","3.0","D","D","-"
"Dominican Republic","D","-","D","-"
"El Salvador","D","D","-","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"Mexico","31.0","13.0","18.0","-"
"New Zealand","D","D","-","-"
"Philippines","D","-","D","-"
"Romania","D","-","D","-"
"Serbia and Montenegro","10.0","7.0","3.0","-"
"Vietnam","3.0","D","D","-"
"Other","6.0","1.0","5.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
