"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Morgantown, WV","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","52.0","23.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","8.0","D","D","-"
"25-34 years","16.0","10.0","6.0","-"
"35-44 years","13.0","4.0","9.0","-"
"45-54 years","5.0","D","D","-"
"55-64 years","5.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","16.0","12.0","4.0","-"
"Married","31.0","11.0","20.0","-"
"Other","5.0","-","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","6.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","-","-","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","-","-","-","-"
"Military","-","-","-","-"
"No occupation","9.0","D","D","-"
"Unknown","37.0","18.0","19.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Afghanistan","D","D","-","-"
"Cameroon","D","D","-","-"
"China","5.0","D","D","-"
"Colombia","D","-","D","-"
"Czechoslovakia (former)","D","D","-","-"
"Egypt","D","D","-","-"
"Germany","D","-","D","-"
"Honduras","D","-","D","-"
"India","4.0","D","D","-"
"Iran","D","D","-","-"
"Iraq","D","D","D","-"
"Ireland","D","D","-","-"
"Korea","D","-","D","-"
"Lebanon","5.0","D","D","-"
"Pakistan","3.0","D","D","-"
"Philippines","3.0","D","D","-"
"Russia","D","-","D","-"
"Taiwan","3.0","D","D","-"
"United Kingdom","4.0","D","D","-"
"Vietnam","3.0","D","D","-"
"Other","6.0","4.0","2.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
