"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Peoria, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","126.0","50.0","76.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","10.0","5.0","5.0","-"
"25-34 years","39.0","14.0","25.0","-"
"35-44 years","45.0","20.0","25.0","-"
"45-54 years","22.0","5.0","17.0","-"
"55-64 years","4.0","D","D","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","18.0","9.0","9.0","-"
"Married","94.0","35.0","59.0","-"
"Other","14.0","6.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","9.0","D","D","-"
"Professional and technical","24.0","9.0","15.0","-"
"Sales","4.0","D","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","7.0","D","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","-","-","-","-"
"No occupation","15.0","6.0","9.0","-"
"Unknown","62.0","23.0","39.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","D","-","D","-"
"Canada","6.0","D","D","-"
"China","5.0","D","D","-"
"Germany","3.0","-","3.0","-"
"India","14.0","5.0","9.0","-"
"Iran","3.0","D","D","-"
"Korea","D","-","D","-"
"Kuwait","3.0","D","D","-"
"Lebanon","4.0","D","D","-"
"Mexico","15.0","10.0","5.0","-"
"Pakistan","3.0","D","D","-"
"Philippines","20.0","6.0","14.0","-"
"Poland","3.0","-","3.0","-"
"Russia","D","-","D","-"
"Sudan","5.0","5.0","-","-"
"Tanzania","D","D","D","-"
"Turkey","D","-","D","-"
"Ukraine","D","D","D","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","5.0","D","D","-"
"Other","19.0","8.0","11.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
