"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Clovis, NM","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","54.0","32.0","22.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","26.0","18.0","8.0","-"
"25-34 years","15.0","D","D","-"
"35-44 years","8.0","D","D","-"
"45-54 years","D","D","3.0","-"
"55-64 years","D","D","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","24.0","18.0","6.0","-"
"Married","30.0","14.0","16.0","-"
"Other","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","D","-","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","3.0","-","3.0","-"
"Military","28.0","D","D","-"
"No occupation","D","-","D","-"
"Unknown","18.0","7.0","11.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","-","D","-"
"China","D","-","D","-"
"Colombia","D","D","-","-"
"Cuba","D","D","-","-"
"Dominican Republic","D","D","-","-"
"Ecuador","D","D","-","-"
"El Salvador","D","-","D","-"
"Germany","D","D","-","-"
"Guatemala","D","-","D","-"
"Honduras","D","D","-","-"
"Hong Kong","D","D","D","-"
"Ireland","D","-","D","-"
"Jamaica","4.0","D","D","-"
"Mexico","19.0","9.0","10.0","-"
"Panama","D","D","-","-"
"Peru","D","D","-","-"
"Philippines","6.0","D","D","-"
"Russia","D","D","-","-"
"Trinidad and Tobago","D","D","-","-"
"United Kingdom","3.0","D","D","-"
"Other","2.0","1.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
