"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rio Grande City-Roma, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","132.0","65.0","67.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","24.0","11.0","13.0","-"
"25-34 years","41.0","21.0","20.0","-"
"35-44 years","16.0","9.0","7.0","-"
"45-54 years","18.0","8.0","10.0","-"
"55-64 years","23.0","11.0","12.0","-"
"65 years and over","10.0","5.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","D","D","-"
"Married","99.0","46.0","53.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","6.0","D","D","-"
"Sales","D","D","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","4.0","D","D","-"
"Operators, fabricators, laborers","10.0","D","D","-"
"Precision production, craft, repair","4.0","4.0","-","-"
"Service","6.0","-","6.0","-"
"Military","D","D","-","-"
"No occupation","30.0","10.0","20.0","-"
"Unknown","69.0","35.0","34.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Kuwait","D","D","-","-"
"Mexico","127.0","D","D","-"
"Philippines","D","D","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
