"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Scranton--Wilkes-Barre, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","247.0","103.0","144.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","27.0","14.0","13.0","-"
"25-34 years","68.0","26.0","42.0","-"
"35-44 years","80.0","30.0","50.0","-"
"45-54 years","34.0","14.0","20.0","-"
"55-64 years","27.0","13.0","14.0","-"
"65 years and over","11.0","6.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","50.0","27.0","23.0","-"
"Married","165.0","65.0","100.0","-"
"Other","32.0","11.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","11.0","8.0","3.0","-"
"Professional and technical","11.0","6.0","5.0","-"
"Sales","D","D","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","22.0","10.0","12.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","14.0","5.0","9.0","-"
"Military","-","-","-","-"
"No occupation","31.0","10.0","21.0","-"
"Unknown","149.0","58.0","91.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","4.0","D","D","-"
"Bosnia and Herzegovina","4.0","D","D","-"
"Brazil","D","-","D","-"
"Canada","D","-","D","-"
"China","15.0","8.0","7.0","-"
"Dominican Republic","64.0","21.0","43.0","-"
"Egypt","3.0","D","D","-"
"India","33.0","19.0","14.0","-"
"Iran","3.0","-","3.0","-"
"Italy","3.0","D","D","-"
"Korea","3.0","D","D","-"
"Laos","4.0","D","D","-"
"Mexico","7.0","4.0","3.0","-"
"Pakistan","5.0","D","D","-"
"Peru","5.0","D","D","-"
"Philippines","9.0","4.0","5.0","-"
"Poland","6.0","-","6.0","-"
"Romania","7.0","4.0","3.0","-"
"Ukraine","5.0","D","D","-"
"Vietnam","12.0","4.0","8.0","-"
"Other","51.0","21.0","30.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
