"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Gulfport-Biloxi, MS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","125.0","56.0","69.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","20.0","12.0","8.0","-"
"25-34 years","40.0","19.0","21.0","-"
"35-44 years","29.0","8.0","21.0","-"
"45-54 years","20.0","10.0","10.0","-"
"55-64 years","6.0","D","D","-"
"65 years and over","10.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","38.0","D","D","-"
"Married","84.0","29.0","55.0","-"
"Other","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","4.0","D","D","-"
"Professional and technical","6.0","D","D","-"
"Sales","D","-","D","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","3.0","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","5.0","D","D","-"
"Military","21.0","16.0","5.0","-"
"No occupation","9.0","D","D","-"
"Unknown","72.0","26.0","46.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Algeria","D","-","D","-"
"Antigua and Barbuda","D","D","-","-"
"Canada","5.0","D","D","-"
"China","3.0","D","D","-"
"Colombia","4.0","D","D","-"
"Dominican Republic","4.0","D","D","-"
"Ecuador","D","-","D","-"
"Egypt","D","-","D","-"
"Germany","D","D","D","-"
"Guyana","D","D","-","-"
"Honduras","3.0","-","3.0","-"
"India","3.0","D","D","-"
"Italy","D","-","D","-"
"Jamaica","3.0","D","D","-"
"Mexico","10.0","3.0","7.0","-"
"Philippines","24.0","12.0","12.0","-"
"Russia","D","-","D","-"
"South Africa","D","D","D","-"
"United Kingdom","D","D","D","-"
"Vietnam","24.0","15.0","9.0","-"
"Other","24.0","9.0","15.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
