"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salisbury, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","55.0","28.0","27.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","7.0","3.0","4.0","-"
"25-34 years","15.0","6.0","9.0","-"
"35-44 years","18.0","11.0","7.0","-"
"45-54 years","8.0","5.0","3.0","-"
"55-64 years","3.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","42.0","23.0","19.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","7.0","D","D","-"
"Sales","D","-","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","12.0","7.0","5.0","-"
"Precision production, craft, repair","3.0","3.0","-","-"
"Service","D","D","-","-"
"Military","-","-","-","-"
"No occupation","12.0","7.0","5.0","-"
"Unknown","17.0","7.0","10.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belarus","D","D","-","-"
"Bosnia and Herzegovina","3.0","D","D","-"
"Brazil","D","-","D","-"
"Cuba","3.0","D","D","-"
"Ecuador","D","-","D","-"
"El Salvador","D","D","D","-"
"Germany","D","-","D","-"
"Greece","D","-","D","-"
"Guatemala","D","D","-","-"
"Honduras","D","-","D","-"
"India","13.0","D","D","-"
"Korea","D","D","-","-"
"Laos","8.0","D","D","-"
"Liberia","4.0","D","D","-"
"Mexico","3.0","3.0","-","-"
"Peru","D","-","D","-"
"Philippines","D","-","D","-"
"Russia","D","-","D","-"
"Thailand","4.0","D","D","-"
"Vietnam","3.0","D","D","-"
"Other","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
