"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Youngstown-Warren-Boardman, OH-PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","128.0","56.0","72.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","10.0","D","D","-"
"25-34 years","33.0","17.0","16.0","-"
"35-44 years","32.0","15.0","17.0","-"
"45-54 years","25.0","9.0","16.0","-"
"55-64 years","17.0","10.0","7.0","-"
"65 years and over","11.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","22.0","10.0","12.0","-"
"Married","96.0","43.0","53.0","-"
"Other","10.0","3.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","10.0","D","D","-"
"Professional and technical","8.0","D","D","-"
"Sales","D","-","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","6.0","6.0","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","D","D","D","-"
"Military","D","D","-","-"
"No occupation","19.0","4.0","15.0","-"
"Unknown","76.0","26.0","50.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","D","D","-","-"
"Bosnia and Herzegovina","D","D","D","-"
"Canada","3.0","D","D","-"
"Croatia","5.0","D","D","-"
"Germany","5.0","D","D","-"
"Greece","4.0","D","D","-"
"Honduras","3.0","3.0","-","-"
"India","8.0","5.0","3.0","-"
"Iran","5.0","D","D","-"
"Israel","3.0","D","D","-"
"Italy","4.0","D","D","-"
"Jordan","5.0","D","D","-"
"Lebanon","7.0","D","D","-"
"Pakistan","7.0","D","D","-"
"Peru","3.0","3.0","-","-"
"Philippines","5.0","D","D","-"
"Poland","6.0","D","D","-"
"Romania","4.0","D","D","-"
"Taiwan","3.0","D","D","-"
"United Kingdom","3.0","D","D","-"
"Other","40.0","13.0","27.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
