"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Kahului-Wailuku, HI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","187.0","80.0","107.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","8.0","-","8.0","-"
"25-34 years","67.0","33.0","34.0","-"
"35-44 years","54.0","24.0","30.0","-"
"45-54 years","24.0","7.0","17.0","-"
"55-64 years","20.0","11.0","9.0","-"
"65 years and over","14.0","5.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","32.0","14.0","18.0","-"
"Married","128.0","62.0","66.0","-"
"Other","27.0","4.0","23.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","5.0","D","D","-"
"Sales","13.0","3.0","10.0","-"
"Administrative support","4.0","-","4.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","D","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","34.0","20.0","14.0","-"
"Military","D","-","D","-"
"No occupation","5.0","D","D","-"
"Unknown","119.0","49.0","70.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","4.0","D","D","-"
"Australia","D","-","D","-"
"Brazil","3.0","D","D","-"
"Canada","6.0","3.0","3.0","-"
"Chile","D","D","D","-"
"China","D","-","D","-"
"Denmark","D","-","D","-"
"France","3.0","D","D","-"
"Germany","D","D","-","-"
"Hong Kong","D","-","D","-"
"Italy","D","D","-","-"
"Japan","D","D","-","-"
"Korea","6.0","D","D","-"
"Malaysia","D","-","D","-"
"Mexico","4.0","D","D","-"
"Philippines","123.0","45.0","78.0","-"
"Poland","D","D","D","-"
"Tonga","4.0","D","D","-"
"United Kingdom","4.0","D","D","-"
"Vietnam","D","D","-","-"
"Other","10.0","5.0","5.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
