"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Alamogordo, NM","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","70.0","41.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","28.0","D","D","-"
"25-34 years","14.0","10.0","4.0","-"
"35-44 years","13.0","3.0","10.0","-"
"45-54 years","D","D","4.0","-"
"55-64 years","D","-","D","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","25.0","3.0","-"
"Married","36.0","D","D","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","D","D","-","-"
"Sales","D","-","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","-","-","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","27.0","D","D","-"
"No occupation","10.0","D","D","-"
"Unknown","27.0","12.0","15.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belize","D","D","-","-"
"Bolivia","D","D","-","-"
"Brazil","D","D","-","-"
"Canada","D","D","D","-"
"Ethiopia","D","D","-","-"
"Germany","7.0","D","D","-"
"Guatemala","D","D","-","-"
"India","D","D","D","-"
"Ireland","D","-","D","-"
"Israel","D","D","-","-"
"Italy","D","-","D","-"
"Kenya","D","D","-","-"
"Korea","D","-","D","-"
"Mexico","12.0","7.0","5.0","-"
"Netherlands","D","-","D","-"
"Philippines","15.0","10.0","5.0","-"
"Romania","D","D","D","-"
"Thailand","D","D","D","-"
"Trinidad and Tobago","5.0","D","D","-"
"United Kingdom","D","-","D","-"
"Other","9.0","5.0","4.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
