"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Hinesville-Fort Stewart, GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","68.0","40.0","28.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","16.0","11.0","5.0","-"
"25-34 years","33.0","22.0","11.0","-"
"35-44 years","15.0","D","D","-"
"45-54 years","D","D","D","-"
"55-64 years","D","-","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","19.0","D","D","-"
"Married","46.0","26.0","20.0","-"
"Other","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","D","D","-","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","30.0","23.0","7.0","-"
"No occupation","D","D","D","-"
"Unknown","30.0","13.0","17.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","D","-","-"
"Barbados","D","D","-","-"
"Bolivia","D","D","-","-"
"Cambodia","D","D","-","-"
"China","D","D","-","-"
"Colombia","D","-","D","-"
"Congo, Republic of the","D","D","-","-"
"Costa Rica","D","-","D","-"
"Dominica","D","-","D","-"
"Germany","5.0","D","D","-"
"Haiti","D","D","-","-"
"India","3.0","D","D","-"
"Jamaica","9.0","4.0","5.0","-"
"Korea","7.0","4.0","3.0","-"
"Mexico","7.0","4.0","3.0","-"
"Nicaragua","D","D","D","-"
"Nigeria","D","-","D","-"
"Panama","4.0","D","D","-"
"Peru","D","D","-","-"
"Trinidad and Tobago","D","D","D","-"
"Other","12.0","11.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
