"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Erie, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","254.0","112.0","142.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","41.0","17.0","24.0","-"
"25-34 years","77.0","36.0","41.0","-"
"35-44 years","60.0","28.0","32.0","-"
"45-54 years","45.0","19.0","26.0","-"
"55-64 years","15.0","8.0","7.0","-"
"65 years and over","16.0","4.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","66.0","36.0","30.0","-"
"Married","162.0","72.0","90.0","-"
"Other","26.0","4.0","22.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","3.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","17.0","9.0","8.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","4.0","D","D","-"
"Military","-","-","-","-"
"No occupation","36.0","11.0","25.0","-"
"Unknown","190.0","87.0","103.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Azerbaijan","D","-","D","-"
"Bosnia and Herzegovina","80.0","36.0","44.0","-"
"Canada","4.0","D","D","-"
"China","7.0","D","D","-"
"Colombia","4.0","D","D","-"
"Honduras","D","-","D","-"
"India","9.0","3.0","6.0","-"
"Iraq","14.0","5.0","9.0","-"
"Kyrgyzstan","4.0","D","D","-"
"Mexico","7.0","D","D","-"
"Pakistan","5.0","D","D","-"
"Philippines","8.0","D","D","-"
"Poland","5.0","D","D","-"
"Russia","7.0","D","D","-"
"Serbia and Montenegro","33.0","21.0","12.0","-"
"Somalia","6.0","3.0","3.0","-"
"Sudan","4.0","D","D","-"
"Thailand","3.0","D","D","-"
"Ukraine","12.0","4.0","8.0","-"
"Vietnam","12.0","5.0","7.0","-"
"Other","25.0","10.0","15.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
