"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Cincinnati, OH-KY-IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1067.0","464.0","603.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","79.0","35.0","44.0","-"
"25-34 years","296.0","104.0","192.0","-"
"35-44 years","350.0","177.0","173.0","-"
"45-54 years","180.0","85.0","95.0","-"
"55-64 years","98.0","39.0","59.0","-"
"65 years and over","64.0","24.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","165.0","84.0","81.0","-"
"Married","790.0","341.0","449.0","-"
"Other","112.0","39.0","73.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","60.0","38.0","22.0","-"
"Professional and technical","124.0","59.0","65.0","-"
"Sales","46.0","18.0","28.0","-"
"Administrative support","12.0","D","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","41.0","27.0","14.0","-"
"Precision production, craft, repair","D","6.0","D","-"
"Service","31.0","19.0","12.0","-"
"Military","-","-","-","-"
"No occupation","125.0","32.0","93.0","-"
"Unknown","619.0","261.0","358.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","19.0","9.0","10.0","-"
"Bulgaria","28.0","15.0","13.0","-"
"Cambodia","21.0","9.0","12.0","-"
"Canada","32.0","14.0","18.0","-"
"China","51.0","21.0","30.0","-"
"Ethiopia","23.0","11.0","12.0","-"
"India","145.0","66.0","79.0","-"
"Iran","17.0","5.0","12.0","-"
"Jordan","20.0","11.0","9.0","-"
"Korea","17.0","6.0","11.0","-"
"Mexico","22.0","10.0","12.0","-"
"Nigeria","21.0","11.0","10.0","-"
"Pakistan","21.0","8.0","13.0","-"
"Peru","14.0","5.0","9.0","-"
"Philippines","46.0","13.0","33.0","-"
"Russia","35.0","11.0","24.0","-"
"Senegal","17.0","14.0","3.0","-"
"Ukraine","31.0","11.0","20.0","-"
"United Kingdom","42.0","20.0","22.0","-"
"Vietnam","47.0","17.0","30.0","-"
"Other","389.0","175.0","214.0","-"
"Unknown","9.0","2.0","7.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
