"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Fargo-Moorhead, ND-MN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","83.0","45.0","38.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","11.0","7.0","4.0","-"
"25-34 years","25.0","11.0","14.0","-"
"35-44 years","24.0","16.0","8.0","-"
"45-54 years","14.0","8.0","6.0","-"
"55-64 years","5.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","D","D","-"
"Married","51.0","25.0","26.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","4.0","D","D","-"
"Sales","D","-","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","10.0","7.0","3.0","-"
"Precision production, craft, repair","5.0","5.0","-","-"
"Service","3.0","D","D","-"
"Military","-","-","-","-"
"No occupation","9.0","4.0","5.0","-"
"Unknown","46.0","22.0","24.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Afghanistan","D","-","D","-"
"Armenia","D","D","-","-"
"Azerbaijan","D","D","-","-"
"Bosnia and Herzegovina","14.0","4.0","10.0","-"
"Brazil","D","-","D","-"
"Burundi","D","-","D","-"
"Canada","3.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","D","D","-"
"Dominican Republic","D","-","D","-"
"Haiti","D","-","D","-"
"India","4.0","D","D","-"
"Iran","D","D","-","-"
"Iraq","14.0","9.0","5.0","-"
"Nigeria","3.0","D","D","-"
"Russia","D","-","D","-"
"Somalia","3.0","3.0","-","-"
"Sudan","12.0","9.0","3.0","-"
"Taiwan","D","D","D","-"
"Vietnam","5.0","D","D","-"
"Other","8.0","5.0","3.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
