"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Dover, DE","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","132.0","67.0","65.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","27.0","17.0","10.0","-"
"25-34 years","35.0","19.0","16.0","-"
"35-44 years","36.0","17.0","19.0","-"
"45-54 years","14.0","D","D","-"
"55-64 years","14.0","5.0","9.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","27.0","21.0","6.0","-"
"Married","92.0","39.0","53.0","-"
"Other","13.0","7.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","7.0","D","D","-"
"Professional and technical","7.0","3.0","4.0","-"
"Sales","6.0","D","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","12.0","7.0","5.0","-"
"Military","24.0","17.0","7.0","-"
"No occupation","13.0","3.0","10.0","-"
"Unknown","57.0","26.0","31.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","D","D","-"
"Argentina","D","D","D","-"
"Cameroon","4.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","3.0","D","D","-"
"Cuba","3.0","D","D","-"
"Czechoslovakia (former)","D","-","D","-"
"Dominican Republic","3.0","D","D","-"
"Ecuador","3.0","D","D","-"
"Germany","4.0","D","D","-"
"Haiti","8.0","5.0","3.0","-"
"India","9.0","6.0","3.0","-"
"Korea","3.0","D","D","-"
"Liberia","4.0","D","D","-"
"Mexico","11.0","7.0","4.0","-"
"Nigeria","4.0","4.0","-","-"
"Pakistan","4.0","D","D","-"
"Philippines","20.0","10.0","10.0","-"
"Thailand","4.0","D","D","-"
"Trinidad and Tobago","3.0","D","D","-"
"Other","31.0","11.0","20.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
