"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Papua New Guinea","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","16.0","8.0","8.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","8.0","4.0","4.0","-"
"35-44 years","D","D","4.0","-"
"45-54 years","D","D","-","-"
"55-64 years","-","-","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","D","-"
"Married","8.0","4.0","4.0","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","D","D","D","-"
"Maryland","D","-","D","-"
"Massachusetts","D","D","-","-"
"Minnesota","D","-","D","-"
"New York","D","-","D","-"
"Pennsylvania","D","-","D","-"
"Texas","D","D","-","-"
"Washington","D","D","-","-"
"Other","6.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
