"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Malta","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","46.0","18.0","28.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","7.0","D","D","-"
"35-44 years","10.0","4.0","6.0","-"
"45-54 years","14.0","4.0","10.0","-"
"55-64 years","11.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","-","-"
"Married","40.0","D","D","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","16.0","5.0","11.0","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","9.0","4.0","5.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","-","-"
"Retirees","4.0","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","5.0","D","D","-"
"Colorado","D","-","D","-"
"Connecticut","D","-","D","-"
"Florida","D","-","D","-"
"Georgia","D","D","-","-"
"Michigan","9.0","D","D","-"
"New Jersey","D","D","-","-"
"New York","12.0","8.0","4.0","-"
"North Carolina","D","-","D","-"
"Pennsylvania","D","D","-","-"
"Texas","D","D","-","-"
"Virginia","4.0","-","4.0","-"
"Washington","D","-","D","-"
"Other","5.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
