"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Brunei","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","15.0","11.0","4.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","D","-","D","-"
"35-44 years","D","D","-","-"
"45-54 years","7.0","D","D","-"
"55-64 years","-","-","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","6.0","D","-"
"Married","7.0","D","D","-"
"Other","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","8.0","D","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","D","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","-","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","4.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","6.0","D","D","-"
"Florida","D","-","D","-"
"Maryland","D","D","-","-"
"Massachusetts","D","D","-","-"
"New York","D","-","D","-"
"Pennsylvania","D","D","-","-"
"Texas","D","D","-","-"
"Washington","D","D","-","-"
"Other","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
