"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Bermuda","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","65.0","35.0","30.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","3.0","D","D","-"
"25-34 years","9.0","D","D","-"
"35-44 years","16.0","11.0","5.0","-"
"45-54 years","14.0","9.0","5.0","-"
"55-64 years","16.0","9.0","7.0","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","43.0","26.0","17.0","-"
"Other","13.0","D","D","-"
"Unknown","2.0","2.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","21.0","11.0","10.0","-"
"Service occupations","5.0","-","5.0","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","12.0","5.0","7.0","-"
"Homemakers","-","-","-","-"
"Students or children","5.0","D","D","-"
"Retirees","3.0","D","D","-"
"Unemployed","4.0","D","D","-"
"Unknown","14.0","10.0","4.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","4.0","D","D","-"
"Colorado","D","-","D","-"
"Connecticut","D","D","-","-"
"Florida","11.0","8.0","3.0","-"
"Georgia","6.0","D","D","-"
"Illinois","D","D","-","-"
"Maryland","5.0","D","D","-"
"Massachusetts","D","-","D","-"
"Michigan","3.0","D","D","-"
"New Jersey","4.0","D","D","-"
"New York","3.0","D","D","-"
"North Carolina","3.0","D","D","-"
"Ohio","4.0","-","4.0","-"
"Pennsylvania","D","D","D","-"
"Texas","D","-","D","-"
"Virginia","D","-","D","-"
"Washington","D","D","-","-"
"Other","10.0","6.0","4.0","-"
"Unknown","2.0","2.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
