"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Palau","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","71.0","44.0","27.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","24.0","15.0","9.0","-"
"25-34 years","26.0","16.0","10.0","-"
"35-44 years","15.0","D","D","-"
"45-54 years","3.0","D","D","-"
"55-64 years","D","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","D","D","-"
"Married","40.0","23.0","17.0","-"
"Other","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","7.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","23.0","16.0","7.0","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","-","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","32.0","20.0","12.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","5.0","D","D","-"
"Colorado","D","D","-","-"
"Florida","D","-","D","-"
"Georgia","D","D","D","-"
"Illinois","D","D","-","-"
"Maryland","3.0","-","3.0","-"
"Massachusetts","D","-","D","-"
"New Jersey","D","D","-","-"
"New York","D","-","D","-"
"North Carolina","D","D","D","-"
"Texas","7.0","3.0","4.0","-"
"Virginia","12.0","8.0","4.0","-"
"Washington","6.0","3.0","3.0","-"
"Other","26.0","20.0","6.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
