"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Botswana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","24.0","9.0","15.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","13.0","4.0","9.0","-"
"35-44 years","5.0","D","D","-"
"45-54 years","D","D","D","-"
"55-64 years","-","-","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","5.0","D","-"
"Married","14.0","4.0","10.0","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","D","D","3.0","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","-","D","-"
"No occupation/not working outside home","7.0","3.0","4.0","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","4.0","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","D","-","-"
"California","D","-","D","-"
"Colorado","D","-","D","-"
"Florida","3.0","D","D","-"
"Georgia","D","-","D","-"
"Massachusetts","3.0","D","D","-"
"Minnesota","D","D","-","-"
"New York","D","D","-","-"
"Pennsylvania","D","D","D","-"
"Texas","D","-","D","-"
"Virginia","D","D","-","-"
"Other","6.0","1.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
