"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Mauritania","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","281.0","232.0","49.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","8.0","-"
"25-34 years","37.0","28.0","9.0","-"
"35-44 years","141.0","114.0","27.0","-"
"45-54 years","79.0","74.0","5.0","-"
"55-64 years","12.0","12.0","-","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","37.0","27.0","10.0","-"
"Married","221.0","185.0","36.0","-"
"Other","23.0","20.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","46.0","40.0","6.0","-"
"Service occupations","44.0","34.0","10.0","-"
"Sales and office occupations","27.0","21.0","6.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","89.0","81.0","8.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","36.0","24.0","12.0","-"
"Homemakers","-","-","-","-"
"Students or children","18.0","11.0","7.0","-"
"Retirees","-","-","-","-"
"Unemployed","18.0","13.0","5.0","-"
"Unknown","32.0","25.0","7.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","3.0","3.0","-","-"
"Colorado","6.0","6.0","-","-"
"Florida","D","D","D","-"
"Georgia","8.0","8.0","-","-"
"Illinois","7.0","D","D","-"
"Maryland","3.0","D","D","-"
"Massachusetts","8.0","D","D","-"
"Michigan","D","D","-","-"
"Nevada","4.0","D","D","-"
"New Jersey","3.0","D","D","-"
"New York","75.0","61.0","14.0","-"
"North Carolina","3.0","D","D","-"
"Ohio","78.0","68.0","10.0","-"
"Pennsylvania","17.0","D","D","-"
"Texas","D","D","-","-"
"Virginia","13.0","10.0","3.0","-"
"Other","47.0","38.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
