"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Montenegro","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","167.0","79.0","88.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","15.0","3.0","12.0","-"
"25-34 years","55.0","29.0","26.0","-"
"35-44 years","47.0","24.0","23.0","-"
"45-54 years","27.0","13.0","14.0","-"
"55-64 years","14.0","6.0","8.0","-"
"65 years and over","9.0","4.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","42.0","28.0","14.0","-"
"Married","113.0","47.0","66.0","-"
"Other","12.0","4.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","21.0","8.0","13.0","-"
"Service occupations","37.0","22.0","15.0","-"
"Sales and office occupations","11.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","7.0","D","-"
"Production, transportation, and material moving occupations","31.0","21.0","10.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","46.0","12.0","34.0","-"
"Homemakers","11.0","D","D","-"
"Students or children","18.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","17.0","6.0","11.0","-"
"Unknown","12.0","6.0","6.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","7.0","D","D","-"
"Colorado","D","D","-","-"
"Connecticut","D","-","D","-"
"Florida","D","D","-","-"
"Georgia","D","-","D","-"
"Illinois","8.0","5.0","3.0","-"
"Michigan","22.0","4.0","18.0","-"
"Nevada","D","-","D","-"
"New Jersey","5.0","D","D","-"
"New York","109.0","56.0","53.0","-"
"Pennsylvania","D","-","D","-"
"Virginia","D","D","-","-"
"Washington","D","-","D","-"
"Other","6.0","3.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
