"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Denmark","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","123.0","73.0","50.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","23.0","D","D","-"
"35-44 years","32.0","18.0","14.0","-"
"45-54 years","28.0","19.0","9.0","-"
"55-64 years","17.0","9.0","8.0","-"
"65 years and over","19.0","8.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","17.0","13.0","4.0","-"
"Married","82.0","48.0","34.0","-"
"Other","24.0","12.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","49.0","29.0","20.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","13.0","7.0","6.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","24.0","11.0","13.0","-"
"Homemakers","D","-","D","-"
"Students or children","10.0","D","D","-"
"Retirees","6.0","D","D","-"
"Unemployed","D","D","D","-"
"Unknown","23.0","16.0","7.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","38.0","22.0","16.0","-"
"Colorado","D","D","D","-"
"Connecticut","D","D","D","-"
"Florida","12.0","8.0","4.0","-"
"Illinois","5.0","D","D","-"
"Maryland","D","-","D","-"
"Massachusetts","5.0","D","D","-"
"Michigan","D","D","-","-"
"Nevada","D","D","D","-"
"New Jersey","D","D","D","-"
"New York","3.0","D","D","-"
"North Carolina","4.0","D","D","-"
"Ohio","4.0","D","D","-"
"Pennsylvania","3.0","D","D","-"
"Texas","6.0","D","D","-"
"Virginia","3.0","D","D","-"
"Washington","7.0","4.0","3.0","-"
"Other","22.0","14.0","8.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
