"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Cleveland, TN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","73.0","32.0","41.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","11.0","7.0","4.0","-"
"25 to 34 years","16.0","3.0","13.0","-"
"35 to 44 years","15.0","7.0","8.0","-"
"45 to 54 years","18.0","7.0","11.0","-"
"55 to 64 years","13.0","8.0","5.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","D","D","-"
"Married","52.0","20.0","32.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","15.0","7.0","8.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","D","5.0","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","13.0","7.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","17.0","4.0","13.0","-"
"Homemakers","D","-","D","-"
"Students or children","7.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","6.0","D","D","-"
"Unknown","13.0","6.0","7.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Azerbaijan","D","-","D","-"
"Bulgaria","D","D","D","-"
"Cameroon","D","-","D","-"
"China","D","D","-","-"
"Colombia","4.0","D","D","-"
"Congo, Democratic Republic of the","D","D","-","-"
"Costa Rica","D","D","-","-"
"Dominican Republic","D","D","D","-"
"El Salvador","D","D","-","-"
"Honduras","D","-","D","-"
"India","16.0","9.0","7.0","-"
"Jamaica","D","-","D","-"
"Kazakhstan","3.0","D","D","-"
"Mexico","6.0","3.0","3.0","-"
"Peru","3.0","D","D","-"
"Philippines","4.0","D","D","-"
"South Africa","D","D","D","-"
"Soviet Union (former)","D","D","D","-"
"Ukraine","5.0","D","D","-"
"Other","12.0","3.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
