"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Dodge City, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","92.0","58.0","34.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","8.0","-"
"25 to 34 years","31.0","20.0","11.0","-"
"35 to 44 years","19.0","14.0","5.0","-"
"45 to 54 years","13.0","8.0","5.0","-"
"55 to 64 years","14.0","D","D","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","13.0","12.0","-"
"Married","56.0","39.0","17.0","-"
"Other","11.0","6.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","8.0","D","D","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","4.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","55.0","38.0","17.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","13.0","7.0","6.0","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","D","-","D","-"
"Retirees","D","D","-","-"
"Unemployed","7.0","D","D","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Leading countries of birth","","","",""
"Cuba","D","-","D","-"
"El Salvador","D","D","-","-"
"Guatemala","D","D","-","-"
"Haiti","D","D","-","-"
"Laos","D","D","D","-"
"Mexico","70.0","41.0","29.0","-"
"Nicaragua","D","D","-","-"
"Philippines","D","-","D","-"
"Somalia","10.0","10.0","-","-"
"Vietnam","3.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
