"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ames, IA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","82.0","45.0","37.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","7.0","D","D","-"
"25 to 34 years","27.0","15.0","12.0","-"
"35 to 44 years","27.0","15.0","12.0","-"
"45 to 54 years","13.0","7.0","6.0","-"
"55 to 64 years","D","D","3.0","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","16.0","13.0","3.0","-"
"Married","59.0","29.0","30.0","-"
"Other","7.0","3.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","37.0","21.0","16.0","-"
"Service occupations","10.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","5.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","23.0","10.0","13.0","-"
"Homemakers","D","-","D","-"
"Students or children","15.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","D","-","D","-"
"Australia","D","D","D","-"
"Bosnia and Herzegovina","D","D","-","-"
"Brazil","4.0","D","D","-"
"Canada","3.0","D","D","-"
"Chile","D","-","D","-"
"China","8.0","5.0","3.0","-"
"Colombia","D","D","D","-"
"Cote d'Ivoire","D","D","-","-"
"Dominican Republic","D","D","-","-"
"Egypt","D","D","-","-"
"Ethiopia","3.0","D","D","-"
"India","D","D","D","-"
"Indonesia","4.0","D","D","-"
"Korea, South","4.0","D","D","-"
"Mexico","4.0","D","D","-"
"Philippines","D","-","D","-"
"Portugal","D","D","D","-"
"Sudan","11.0","D","D","-"
"Ukraine","D","D","D","-"
"Other","23.0","10.0","13.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
