"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bay City, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","62.0","37.0","25.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","4.0","D","D","-"
"25 to 34 years","12.0","7.0","5.0","-"
"35 to 44 years","14.0","8.0","6.0","-"
"45 to 54 years","12.0","7.0","5.0","-"
"55 to 64 years","14.0","10.0","4.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","D","D","-"
"Married","48.0","27.0","21.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","6.0","3.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","D","-","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","15.0","3.0","12.0","-"
"Homemakers","8.0","-","8.0","-"
"Students or children","D","D","D","-"
"Retirees","3.0","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","21.0","14.0","7.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Cambodia","D","-","D","-"
"Canada","D","-","D","-"
"Colombia","D","-","D","-"
"Guyana","D","D","-","-"
"Honduras","D","-","D","-"
"India","3.0","D","D","-"
"Mexico","36.0","24.0","12.0","-"
"Nigeria","D","D","-","-"
"Pakistan","4.0","D","D","-"
"Russia","D","-","D","-"
"Vietnam","10.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
