"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Thomasville-Lexington, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","56.0","24.0","32.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","3.0","D","D","-"
"25 to 34 years","21.0","9.0","12.0","-"
"35 to 44 years","14.0","6.0","8.0","-"
"45 to 54 years","8.0","D","D","-"
"55 to 64 years","7.0","D","D","-"
"65 years and over","3.0","-","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","11.0","D","D","-"
"Married","33.0","10.0","23.0","-"
"Other","12.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","-","-","-","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","5.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","23.0","13.0","10.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","14.0","D","D","-"
"Homemakers","6.0","-","6.0","-"
"Students or children","5.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","-","D","-"
"Unknown","7.0","2.0","5.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","D","-","D","-"
"Burma","D","D","D","-"
"Cambodia","8.0","-","8.0","-"
"China","D","-","D","-"
"Dominican Republic","D","-","D","-"
"Ecuador","D","-","D","-"
"El Salvador","7.0","D","D","-"
"Germany","D","-","D","-"
"Guatemala","D","D","-","-"
"Guyana","D","D","-","-"
"Honduras","D","-","D","-"
"Italy","D","D","D","-"
"Korea, South","D","D","-","-"
"Kuwait","D","D","-","-"
"Laos","D","-","D","-"
"Mexico","15.0","11.0","4.0","-"
"Niger","D","D","D","-"
"Pakistan","3.0","-","3.0","-"
"Panama","D","D","-","-"
"South Africa","D","-","D","-"
"Other","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
