"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Saginaw-Saginaw Township North, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","67.0","25.0","42.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","D","-"
"25 to 34 years","16.0","7.0","9.0","-"
"35 to 44 years","27.0","9.0","18.0","-"
"45 to 54 years","14.0","5.0","9.0","-"
"55 to 64 years","4.0","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","52.0","18.0","34.0","-"
"Other","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","19.0","10.0","9.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","4.0","-","4.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","12.0","3.0","9.0","-"
"Homemakers","6.0","-","6.0","-"
"Students or children","D","3.0","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","23.0","8.0","15.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Canada","D","D","D","-"
"Colombia","D","-","D","-"
"Egypt","D","D","D","-"
"Fiji","D","D","-","-"
"France","D","D","-","-"
"Georgia","D","D","-","-"
"Germany","D","D","-","-"
"Ghana","D","D","-","-"
"Guyana","D","-","D","-"
"India","8.0","3.0","5.0","-"
"Indonesia","D","-","D","-"
"Iraq","4.0","D","D","-"
"Korea","D","D","-","-"
"Mexico","10.0","D","D","-"
"Nigeria","D","D","D","-"
"Pakistan","4.0","D","D","-"
"Philippines","8.0","D","D","-"
"United Kingdom","D","-","D","-"
"Vietnam","3.0","D","D","-"
"Other","11.0","4.0","7.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
