"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salina, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","54.0","23.0","31.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","4.0","D","D","-"
"25 to 34 years","19.0","8.0","11.0","-"
"35 to 44 years","17.0","8.0","9.0","-"
"45 to 54 years","4.0","D","D","-"
"55 to 64 years","5.0","-","5.0","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","5.0","D","D","-"
"Married","42.0","19.0","23.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","27.0","15.0","12.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","5.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","-","-"
"Retirees","D","-","D","-"
"Unemployed","-","-","-","-"
"Unknown","10.0","3.0","7.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Canada","D","-","D","-"
"Ecuador","D","-","D","-"
"Guyana","D","D","-","-"
"India","D","-","D","-"
"Jamaica","D","-","D","-"
"Laos","3.0","D","D","-"
"Malaysia","D","D","-","-"
"Mexico","29.0","14.0","15.0","-"
"Philippines","D","-","D","-"
"Venezuela","D","-","D","-"
"Vietnam","11.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
