"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Cleveland-Elyria-Mentor, OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2975.0","1357.0","1618.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","296.0","140.0","156.0","-"
"25 to 34 years","705.0","297.0","408.0","-"
"35 to 44 years","798.0","380.0","418.0","-"
"45 to 54 years","610.0","282.0","328.0","-"
"55 to 64 years","322.0","163.0","159.0","-"
"65 years and over","244.0","95.0","149.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","537.0","305.0","232.0","-"
"Married","2152.0","963.0","1189.0","-"
"Other","286.0","89.0","197.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","448.0","228.0","220.0","-"
"Service occupations","221.0","72.0","149.0","-"
"Sales and office occupations","177.0","57.0","120.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","39.0","D","D","-"
"Production, transportation, and material moving occupations","286.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","324.0","134.0","190.0","-"
"Homemakers","30.0","-","30.0","-"
"Students or children","247.0","110.0","137.0","-"
"Retirees","35.0","18.0","17.0","-"
"Unemployed","12.0","6.0","6.0","-"
"Unknown","1472.0","624.0","848.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","61.0","32.0","29.0","-"
"Bosnia and Herzegovina","194.0","92.0","102.0","-"
"Canada","65.0","31.0","34.0","-"
"China","137.0","56.0","81.0","-"
"Croatia","54.0","26.0","28.0","-"
"Egypt","46.0","27.0","19.0","-"
"India","336.0","166.0","170.0","-"
"Jamaica","58.0","26.0","32.0","-"
"Lebanon","55.0","24.0","31.0","-"
"Mexico","82.0","37.0","45.0","-"
"Peru","39.0","18.0","21.0","-"
"Philippines","103.0","36.0","67.0","-"
"Poland","93.0","35.0","58.0","-"
"Romania","160.0","72.0","88.0","-"
"Russia","66.0","33.0","33.0","-"
"Serbia and Montenegro","66.0","32.0","34.0","-"
"Syria","43.0","23.0","20.0","-"
"Ukraine","281.0","134.0","147.0","-"
"United Kingdom","46.0","22.0","24.0","-"
"Vietnam","59.0","20.0","39.0","-"
"Other","917.0","410.0","507.0","-"
"Unknown","14.0","5.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
