"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salisbury, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","67.0","29.0","38.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","5.0","-"
"25 to 34 years","22.0","8.0","14.0","-"
"35 to 44 years","11.0","D","D","-"
"45 to 54 years","16.0","6.0","10.0","-"
"55 to 64 years","8.0","4.0","4.0","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","14.0","D","D","-"
"Married","46.0","21.0","25.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","3.0","D","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","14.0","8.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","7.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","-","D","-"
"Retirees","D","-","D","-"
"Unemployed","4.0","D","D","-"
"Unknown","36.0","15.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","8.0","D","D","-"
"Brazil","D","-","D","-"
"China","D","-","D","-"
"Croatia","D","D","-","-"
"Cuba","4.0","D","D","-"
"Dominican Republic","D","D","-","-"
"Ecuador","D","-","D","-"
"El Salvador","D","D","-","-"
"Guatemala","D","D","-","-"
"Honduras","3.0","D","D","-"
"Laos","13.0","6.0","7.0","-"
"Liberia","D","-","D","-"
"Mexico","13.0","7.0","6.0","-"
"Pakistan","D","D","-","-"
"Panama","D","-","D","-"
"Peru","D","D","D","-"
"Philippines","D","D","-","-"
"Poland","D","D","D","-"
"Thailand","4.0","D","D","-"
"Vietnam","D","-","D","-"
"Other","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
