"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Sedalia, MO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","56.0","30.0","26.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","12.0","6.0","6.0","-"
"25 to 34 years","12.0","3.0","9.0","-"
"35 to 44 years","13.0","5.0","8.0","-"
"45 to 54 years","11.0","8.0","3.0","-"
"55 to 64 years","4.0","4.0","-","-"
"65 years and over","4.0","4.0","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","45.0","25.0","20.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","-","D","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","7.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","-","D","-"
"Retirees","-","-","-","-"
"Unemployed","4.0","D","D","-"
"Unknown","34.0","18.0","16.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Ecuador","D","D","-","-"
"El Salvador","D","D","D","-"
"Guatemala","D","-","D","-"
"India","D","-","D","-"
"Kazakhstan","D","-","D","-"
"Mexico","19.0","11.0","8.0","-"
"Moldova","D","-","D","-"
"Philippines","3.0","D","D","-"
"Poland","D","D","-","-"
"Russia","7.0","D","D","-"
"Serbia and Montenegro","3.0","D","D","-"
"Soviet Union (former)","D","D","-","-"
"Ukraine","14.0","7.0","7.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
