"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ponce, PR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","53.0","24.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","D","-"
"25 to 34 years","9.0","D","D","-"
"35 to 44 years","12.0","6.0","6.0","-"
"45 to 54 years","16.0","7.0","9.0","-"
"55 to 64 years","8.0","D","D","-"
"65 years and over","D","D","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","6.0","D","D","-"
"Married","36.0","14.0","22.0","-"
"Other","11.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","-","-","-","-"
"Unknown","44.0","20.0","24.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","-","D","-"
"China","D","-","D","-"
"Colombia","7.0","D","D","-"
"Costa Rica","D","-","D","-"
"Cuba","8.0","D","D","-"
"Dominican Republic","23.0","11.0","12.0","-"
"Ecuador","D","D","D","-"
"Germany","D","-","D","-"
"Honduras","D","-","D","-"
"Israel","D","D","-","-"
"Mexico","D","D","-","-"
"Panama","3.0","D","D","-"
"Philippines","D","-","D","-"
"Venezuela","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
