"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: South Bend-Mishawaka, IN-MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","252.0","116.0","136.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","22.0","8.0","14.0","-"
"25 to 34 years","64.0","28.0","36.0","-"
"35 to 44 years","74.0","39.0","35.0","-"
"45 to 54 years","54.0","23.0","31.0","-"
"55 to 64 years","27.0","13.0","14.0","-"
"65 years and over","11.0","5.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","46.0","D","D","-"
"Married","184.0","90.0","94.0","-"
"Other","22.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","46.0","29.0","17.0","-"
"Service occupations","19.0","5.0","14.0","-"
"Sales and office occupations","12.0","D","D","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","22.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","27.0","8.0","19.0","-"
"Homemakers","D","-","D","-"
"Students or children","22.0","8.0","14.0","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","120.0","52.0","68.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","28.0","14.0","14.0","-"
"Canada","9.0","4.0","5.0","-"
"China","11.0","5.0","6.0","-"
"Colombia","4.0","D","D","-"
"India","16.0","7.0","9.0","-"
"Iraq","3.0","D","D","-"
"Ireland","3.0","D","D","-"
"Italy","4.0","D","D","-"
"Mexico","52.0","23.0","29.0","-"
"Nigeria","4.0","D","D","-"
"Pakistan","6.0","D","D","-"
"Philippines","8.0","3.0","5.0","-"
"Poland","6.0","3.0","3.0","-"
"Romania","4.0","D","D","-"
"Russia","4.0","D","D","-"
"Saudi Arabia","3.0","D","D","-"
"Soviet Union (former)","5.0","D","D","-"
"Thailand","4.0","-","4.0","-"
"Venezuela","7.0","3.0","4.0","-"
"Vietnam","10.0","3.0","7.0","-"
"Other","60.0","29.0","31.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
