"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Corsicana, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","74.0","37.0","37.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","8.0","D","D","-"
"25 to 34 years","15.0","8.0","7.0","-"
"35 to 44 years","19.0","7.0","12.0","-"
"45 to 54 years","9.0","D","D","-"
"55 to 64 years","16.0","D","D","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","D","D","-"
"Married","59.0","31.0","28.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","D","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","11.0","7.0","4.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","8.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","-","D","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","48.0","25.0","23.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Cambodia","D","D","-","-"
"Croatia","D","-","D","-"
"El Salvador","D","-","D","-"
"India","D","D","-","-"
"Iran","D","-","D","-"
"Mexico","61.0","D","D","-"
"Nicaragua","D","D","-","-"
"Nigeria","D","-","D","-"
"Peru","D","-","D","-"
"Vietnam","D","D","-","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
