"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Pocatello, ID","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","79.0","34.0","45.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","D","D","-"
"25 to 34 years","16.0","7.0","9.0","-"
"35 to 44 years","22.0","8.0","14.0","-"
"45 to 54 years","14.0","5.0","9.0","-"
"55 to 64 years","D","7.0","D","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","D","D","-"
"Married","60.0","26.0","34.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","3.0","D","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","5.0","-","5.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","15.0","9.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","D","D","-","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","38.0","16.0","22.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","D","-","D","-"
"Bulgaria","D","D","D","-"
"Cambodia","D","-","D","-"
"Canada","D","D","D","-"
"China","3.0","-","3.0","-"
"Colombia","D","-","D","-"
"France","D","-","D","-"
"Iran","5.0","D","D","-"
"Mexico","49.0","26.0","23.0","-"
"Micronesia, Federated States of","D","D","-","-"
"Moldova","D","-","D","-"
"Nepal","D","D","D","-"
"Nigeria","D","D","-","-"
"Philippines","3.0","D","D","-"
"Russia","3.0","-","3.0","-"
"United Kingdom","D","-","D","-"
"Uruguay","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
