"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Topeka, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","155.0","74.0","81.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","18.0","10.0","8.0","-"
"25 to 34 years","44.0","24.0","20.0","-"
"35 to 44 years","42.0","17.0","25.0","-"
"45 to 54 years","28.0","10.0","18.0","-"
"55 to 64 years","13.0","7.0","6.0","-"
"65 years and over","10.0","6.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","D","D","-"
"Married","120.0","59.0","61.0","-"
"Other","10.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","21.0","11.0","10.0","-"
"Service occupations","16.0","4.0","12.0","-"
"Sales and office occupations","9.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","18.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","10.0","6.0","4.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","-","-"
"Unknown","78.0","35.0","43.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","-","-"
"Belize","D","-","D","-"
"Canada","D","D","D","-"
"China","8.0","3.0","5.0","-"
"Colombia","3.0","-","3.0","-"
"Dominican Republic","D","D","D","-"
"Ecuador","3.0","D","D","-"
"Germany","D","-","D","-"
"India","8.0","4.0","4.0","-"
"Kenya","6.0","D","D","-"
"Korea","6.0","3.0","3.0","-"
"Laos","3.0","D","D","-"
"Mexico","64.0","36.0","28.0","-"
"Pakistan","3.0","D","D","-"
"Philippines","3.0","D","D","-"
"Romania","D","-","D","-"
"Spain","3.0","D","D","-"
"Taiwan","6.0","3.0","3.0","-"
"Trinidad and Tobago","D","D","-","-"
"Venezuela","3.0","D","D","-"
"Other","22.0","10.0","12.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
