"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Angola","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","106.0","47.0","58.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","41.0","17.0","23.0","1.0"
"35-44 years","45.0","22.0","23.0","-"
"45-54 years","12.0","D","D","-"
"55-64 years","D","-","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","24.0","D","D","-"
"Married","71.0","33.0","38.0","-"
"Other","10.0","D","D","-"
"Unknown","1.0","-","-","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","3.0","-","3.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","9.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","4.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","-","-"
"Unknown","75.0","31.0","43.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Alabama","D","D","-","-"
"Arizona","D","D","D","-"
"California","3.0","D","D","-"
"Connecticut","3.0","D","D","-"
"Florida","7.0","4.0","3.0","-"
"Georgia","D","-","D","-"
"Hawaii","D","D","-","-"
"Kentucky","D","-","D","-"
"Massachusetts","35.0","17.0","18.0","-"
"Michigan","D","D","-","-"
"New Hampshire","D","D","-","-"
"New Jersey","15.0","4.0","11.0","-"
"New York","11.0","5.0","6.0","-"
"North Carolina","D","D","-","-"
"Pennsylvania","8.0","D","D","-"
"Rhode Island","7.0","4.0","3.0","-"
"Texas","3.0","D","D","-"
"Virginia","D","-","D","-"
"Washington","D","D","-","-"
"Unknown","1.0","-","-","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
