"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Suriname","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","222.0","94.0","128.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","35.0","12.0","23.0","-"
"25-34 years","70.0","26.0","44.0","-"
"35-44 years","71.0","35.0","36.0","-"
"45-54 years","30.0","11.0","19.0","-"
"55-64 years","7.0","D","D","-"
"65 years and over","9.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","70.0","27.0","43.0","-"
"Married","127.0","56.0","71.0","-"
"Other","25.0","11.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","15.0","4.0","11.0","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","8.0","5.0","3.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","28.0","10.0","18.0","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","22.0","7.0","15.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","159.0","66.0","93.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Alabama","D","-","D","-"
"Arizona","D","-","D","-"
"California","9.0","5.0","4.0","-"
"Connecticut","D","-","D","-"
"Delaware","4.0","D","D","-"
"Florida","65.0","25.0","40.0","-"
"Georgia","9.0","5.0","4.0","-"
"Hawaii","D","D","-","-"
"Kentucky","D","-","D","-"
"Maryland","7.0","3.0","4.0","-"
"Massachusetts","4.0","D","D","-"
"Michigan","D","D","-","-"
"Minnesota","D","-","D","-"
"Nevada","D","-","D","-"
"New Hampshire","D","-","D","-"
"New Jersey","20.0","11.0","9.0","-"
"New York","87.0","36.0","51.0","-"
"Ohio","D","-","D","-"
"South Carolina","D","-","D","-"
"Tennessee","D","D","-","-"
"Other","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
