"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Guadeloupe","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","36.0","9.0","27.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","8.0","D","D","-"
"25-34 years","16.0","3.0","13.0","-"
"35-44 years","7.0","3.0","4.0","-"
"45-54 years","D","D","D","-"
"55-64 years","D","-","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","20.0","5.0","15.0","-"
"Married","D","D","D","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","4.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","26.0","4.0","22.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Connecticut","D","D","-","-"
"Florida","12.0","D","D","-"
"Georgia","D","D","-","-"
"Maryland","D","-","D","-"
"Massachusetts","4.0","D","D","-"
"New Jersey","D","D","-","-"
"New York","8.0","D","D","-"
"North Carolina","D","-","D","-"
"Pennsylvania","D","-","D","-"
"Tennessee","D","-","D","-"
"U.S. Possessions","D","-","D","-"
"Virginia","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
