"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Aruba","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","44.0","16.0","28.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","D","D","-","-"
"35-44 years","D","D","D","-"
"45-54 years","20.0","7.0","13.0","-"
"55-64 years","11.0","D","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","4.0","D","D","-"
"Married","33.0","13.0","20.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","7.0","D","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","D","-","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","-","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","31.0","11.0","20.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","5.0","-","5.0","-"
"Colorado","D","D","-","-"
"Florida","12.0","7.0","5.0","-"
"Georgia","D","D","D","-"
"Illinois","D","D","-","-"
"Minnesota","D","D","D","-"
"New Jersey","3.0","D","D","-"
"New York","10.0","D","D","-"
"Pennsylvania","D","D","-","-"
"South Carolina","D","-","D","-"
"Texas","D","-","D","-"
"U.S. Possessions","3.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
