"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Turkmenistan","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","91.0","37.0","54.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","8.0","D","D","-"
"25-34 years","28.0","12.0","16.0","-"
"35-44 years","25.0","8.0","17.0","-"
"45-54 years","15.0","7.0","8.0","-"
"55-64 years","11.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","11.0","6.0","5.0","-"
"Married","61.0","26.0","35.0","-"
"Other","19.0","5.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","14.0","9.0","5.0","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","3.0","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","15.0","3.0","12.0","-"
"Homemakers","D","-","D","-"
"Students or children","11.0","3.0","8.0","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","42.0","18.0","24.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","12.0","4.0","8.0","-"
"Florida","4.0","D","D","-"
"Illinois","4.0","D","D","-"
"Maryland","3.0","-","3.0","-"
"Massachusetts","3.0","D","D","-"
"Michigan","D","-","D","-"
"New Jersey","5.0","D","D","-"
"New York","27.0","12.0","15.0","-"
"North Carolina","D","D","-","-"
"Ohio","D","-","D","-"
"Pennsylvania","3.0","-","3.0","-"
"Texas","4.0","D","D","-"
"Virginia","3.0","D","D","-"
"Washington","8.0","5.0","3.0","-"
"Other","10.0","4.0","6.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
