"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Anguilla","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","29.0","12.0","16.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","-","D","-"
"25-34 years","7.0","3.0","4.0","-"
"35-44 years","7.0","3.0","D","D"
"45-54 years","8.0","3.0","5.0","-"
"55-64 years","4.0","D","D","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","10.0","-"
"Married","13.0","D","D","-"
"Other","D","D","D","-"
"Unknown","1.0","-","-","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","-","-","-","-"
"Service occupations","3.0","D","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","-","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","-","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","21.0","8.0","12.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Colorado","D","-","D","-"
"Connecticut","D","D","-","-"
"Florida","3.0","D","D","-"
"Georgia","D","D","-","-"
"Maryland","D","-","D","-"
"Massachusetts","D","-","D","-"
"New Jersey","D","-","D","-"
"New York","5.0","D","D","-"
"North Carolina","D","-","D","-"
"Virginia","D","D","-","-"
"Other","10.0","4.0","6.0","-"
"Unknown","1.0","-","-","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
