"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Korea, North","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","28.0","13.0","15.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","D","-","D","-"
"35-44 years","6.0","D","D","-"
"45-54 years","D","D","-","-"
"55-64 years","3.0","D","D","-"
"65 years and over","14.0","7.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","-","-"
"Married","22.0","10.0","12.0","-"
"Other","D","D","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","4.0","5.0","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","3.0","D","-"
"Homemakers","-","-","-","-"
"Students or children","3.0","-","3.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","12.0","6.0","6.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","16.0","D","D","-"
"Florida","D","D","-","-"
"Illinois","D","-","D","-"
"New Jersey","D","-","D","-"
"New York","D","D","D","-"
"Pennsylvania","D","D","-","-"
"Virginia","D","D","-","-"
"Washington","D","D","D","-"
"Other","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
