"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Cyprus","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","160.0","99.0","61.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","35.0","18.0","17.0","-"
"35-44 years","55.0","41.0","14.0","-"
"45-54 years","40.0","23.0","17.0","-"
"55-64 years","18.0","10.0","8.0","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","21.0","17.0","4.0","-"
"Married","121.0","70.0","51.0","-"
"Other","18.0","12.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","39.0","28.0","11.0","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","10.0","5.0","5.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","8.0","3.0","5.0","-"
"Homemakers","D","-","D","-"
"Students or children","4.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","91.0","54.0","37.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","D","-","-"
"California","19.0","9.0","10.0","-"
"Colorado","D","D","D","-"
"Connecticut","5.0","D","D","-"
"Florida","13.0","6.0","7.0","-"
"Georgia","5.0","5.0","-","-"
"Illinois","6.0","D","D","-"
"Maryland","3.0","D","D","-"
"Michigan","D","-","D","-"
"Nevada","D","D","D","-"
"New Jersey","8.0","5.0","3.0","-"
"New York","51.0","35.0","16.0","-"
"North Carolina","6.0","D","D","-"
"Ohio","4.0","D","D","-"
"Pennsylvania","D","D","-","-"
"Texas","10.0","D","D","-"
"Virginia","14.0","8.0","6.0","-"
"Washington","D","D","-","-"
"Other","7.0","4.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
