"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Niger","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","67.0","50.0","17.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","16.0","13.0","3.0","-"
"35-44 years","39.0","31.0","8.0","-"
"45-54 years","9.0","6.0","3.0","-"
"55-64 years","D","-","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","-","D","-"
"Married","48.0","D","D","-"
"Other","D","D","D","-"
"Unknown","7.0","3.0","4.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","D","D","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","D","D","3.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","10.0","10.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","D","-","-"
"Homemakers","-","-","-","-"
"Students or children","5.0","5.0","-","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","34.0","23.0","11.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","D","-","-"
"California","4.0","D","D","-"
"Florida","D","-","D","-"
"Georgia","D","D","-","-"
"Maryland","9.0","D","D","-"
"Massachusetts","D","D","-","-"
"Michigan","D","D","-","-"
"Minnesota","3.0","D","D","-"
"New Jersey","D","D","-","-"
"New York","4.0","D","D","-"
"North Carolina","8.0","8.0","-","-"
"Ohio","5.0","D","D","-"
"Pennsylvania","D","D","-","-"
"Texas","D","-","D","-"
"Virginia","D","D","-","-"
"Washington","D","-","D","-"
"Other","16.0","13.0","3.0","-"
"Unknown","7.0","3.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
